colour	x	y	group	showSelectedlegendcolour	showSelected.variable	showSelected.value	PANEL
#EE82EE	0.0411749342441592	0.592876242770693	1	prediction	degrees01	402	1
#EE82EE	0.0411749342441592	-0.0937698715198084	1	prediction	degrees01	545	1
#EE82EE	0.0411749342441592	0.447400336003642	1	prediction	degrees01	738	1
#EE82EE	0.0411749342441592	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	1.03331773121723	0.90116609386491	1	prediction	degrees01	5	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	1.03331773121723	0.518367582412639	1	prediction	degrees01	35	1
#EE82EE	1.03331773121723	0.32235610913301	1	prediction	degrees01	48	1
#EE82EE	1.03331773121723	0.96155103902421	1	prediction	degrees01	65	1
#EE82EE	1.03331773121723	0.881983603709987	1	prediction	degrees01	88	1
#EE82EE	1.03331773121723	0.796255370509394	1	prediction	degrees01	119	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	162	1
#EE82EE	1.03331773121723	0.931906396064661	1	prediction	degrees01	219	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	297	1
#EE82EE	1.03331773121723	0.597477154442317	1	prediction	degrees01	402	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	545	1
#EE82EE	1.03331773121723	0.629737854233541	1	prediction	degrees01	738	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	6.58377984390905	0.891620671423394	1	prediction	degrees01	5	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	6.58377984390905	0.560754231724991	1	prediction	degrees01	35	1
#EE82EE	6.58377984390905	0.388246873274217	1	prediction	degrees01	48	1
#EE82EE	6.58377984390905	0.953636411273633	1	prediction	degrees01	65	1
#EE82EE	6.58377984390905	0.871090996285521	1	prediction	degrees01	88	1
#EE82EE	6.58377984390905	0.79965879158135	1	prediction	degrees01	119	1
#EE82EE	6.58377984390905	-0.0937698715198084	1	prediction	degrees01	162	1
#EE82EE	6.58377984390905	0.940535403948969	1	prediction	degrees01	219	1
#EE82EE	6.58377984390905	0.0912175867820086	1	prediction	degrees01	297	1
#EE82EE	6.58377984390905	0.623247183790959	1	prediction	degrees01	402	1
#EE82EE	6.58377984390905	-0.0937698715198084	1	prediction	degrees01	545	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	6.58377984390905	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	6.97210483330695	0.890951969317801	1	prediction	degrees01	5	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	6.97210483330695	0.563634901089655	1	prediction	degrees01	35	1
#EE82EE	6.97210483330695	0.392729798283909	1	prediction	degrees01	48	1
#EE82EE	6.97210483330695	0.952979782980432	1	prediction	degrees01	65	1
#EE82EE	6.97210483330695	0.87037129053886	1	prediction	degrees01	88	1
#EE82EE	6.97210483330695	0.799887353132409	1	prediction	degrees01	119	1
#EE82EE	6.97210483330695	-0.0937698715198084	1	prediction	degrees01	162	1
#EE82EE	6.97210483330695	0.940740191116826	1	prediction	degrees01	219	1
#EE82EE	6.97210483330695	0.100966681647187	1	prediction	degrees01	297	1
#EE82EE	6.97210483330695	0.62505010739682	1	prediction	degrees01	402	1
#EE82EE	6.97210483330695	-0.0937698715198084	1	prediction	degrees01	545	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	6.97210483330695	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	9.85953355125342	0.885976210167617	1	prediction	degrees01	5	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	9.85953355125342	0.584700955366393	1	prediction	degrees01	35	1
#EE82EE	9.85953355125342	0.425530636532574	1	prediction	degrees01	48	1
#EE82EE	9.85953355125342	0.947703619422375	1	prediction	degrees01	65	1
#EE82EE	9.85953355125342	0.865206635349854	1	prediction	degrees01	88	1
#EE82EE	9.85953355125342	0.801559787181587	1	prediction	degrees01	119	1
#EE82EE	9.85953355125342	0.0525724518245465	1	prediction	degrees01	162	1
#EE82EE	9.85953355125342	0.940813119262639	1	prediction	degrees01	219	1
#EE82EE	9.85953355125342	0.171758624153088	1	prediction	degrees01	297	1
#EE82EE	9.85953355125342	0.638445156353074	1	prediction	degrees01	402	1
#EE82EE	9.85953355125342	0.12176779975144	1	prediction	degrees01	545	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	9.85953355125342	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	14.0597219638377	0.878727164000279	1	prediction	degrees01	5	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	14.0597219638377	0.614218519217003	1	prediction	degrees01	35	1
#EE82EE	14.0597219638377	0.471539820379737	1	prediction	degrees01	48	1
#EE82EE	14.0597219638377	0.938881512258908	1	prediction	degrees01	65	1
#EE82EE	14.0597219638377	0.858312873856838	1	prediction	degrees01	88	1
#EE82EE	14.0597219638377	0.803938756699894	1	prediction	degrees01	119	1
#EE82EE	14.0597219638377	0.180721411527003	1	prediction	degrees01	162	1
#EE82EE	14.0597219638377	0.936838796187661	1	prediction	degrees01	219	1
#EE82EE	14.0597219638377	0.26922573553988	1	prediction	degrees01	297	1
#EE82EE	14.0597219638377	0.657866074719716	1	prediction	degrees01	402	1
#EE82EE	14.0597219638377	0.368088467549999	1	prediction	degrees01	545	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	14.0597219638377	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	17.9832452205914	0.87194395174155	1	prediction	degrees01	5	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	17.9832452205914	1.0465137331403	1	prediction	degrees01	14	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	17.9832452205914	0.640566229822377	1	prediction	degrees01	35	1
#EE82EE	17.9832452205914	0.512651241502607	1	prediction	degrees01	48	1
#EE82EE	17.9832452205914	0.929580403193233	1	prediction	degrees01	65	1
#EE82EE	17.9832452205914	0.852579843443387	1	prediction	degrees01	88	1
#EE82EE	17.9832452205914	0.806151128625113	1	prediction	degrees01	119	1
#EE82EE	17.9832452205914	0.289896909375753	1	prediction	degrees01	162	1
#EE82EE	17.9832452205914	0.929499457724586	1	prediction	degrees01	219	1
#EE82EE	17.9832452205914	0.354128764112322	1	prediction	degrees01	297	1
#EE82EE	17.9832452205914	0.675888856641314	1	prediction	degrees01	402	1
#EE82EE	17.9832452205914	0.503798480688543	1	prediction	degrees01	545	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	17.9832452205914	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	19.2105162421489	0.869819896625597	1	prediction	degrees01	5	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	19.2105162421489	1.04390741884403	1	prediction	degrees01	14	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	19.2105162421489	0.648561657757926	1	prediction	degrees01	35	1
#EE82EE	19.2105162421489	0.525133991615879	1	prediction	degrees01	48	1
#EE82EE	19.2105162421489	0.926493147927456	1	prediction	degrees01	65	1
#EE82EE	19.2105162421489	0.850933150888423	1	prediction	degrees01	88	1
#EE82EE	19.2105162421489	0.806848884208575	1	prediction	degrees01	119	1
#EE82EE	19.2105162421489	0.321936649441022	1	prediction	degrees01	162	1
#EE82EE	19.2105162421489	0.926606151986704	1	prediction	degrees01	219	1
#EE82EE	19.2105162421489	0.379429985164908	1	prediction	degrees01	297	1
#EE82EE	19.2105162421489	0.681493847712522	1	prediction	degrees01	402	1
#EE82EE	19.2105162421489	0.534590631226552	1	prediction	degrees01	545	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	19.2105162421489	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	30.6159160931201	0.850029849855304	1	prediction	degrees01	5	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	30.6159160931201	1.01913145752756	1	prediction	degrees01	14	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	30.6159160931201	0.717155536436501	1	prediction	degrees01	35	1
#EE82EE	30.6159160931201	0.632329680554937	1	prediction	degrees01	48	1
#EE82EE	30.6159160931201	0.895303323364013	1	prediction	degrees01	65	1
#EE82EE	30.6159160931201	0.839163383647671	1	prediction	degrees01	88	1
#EE82EE	30.6159160931201	0.813744232729346	1	prediction	degrees01	119	1
#EE82EE	30.6159160931201	0.571582838740704	1	prediction	degrees01	162	1
#EE82EE	30.6159160931201	0.890829519863498	1	prediction	degrees01	219	1
#EE82EE	30.6159160931201	0.58471779464984	1	prediction	degrees01	297	1
#EE82EE	30.6159160931201	0.732447440719331	1	prediction	degrees01	402	1
#EE82EE	30.6159160931201	0.698208378704276	1	prediction	degrees01	545	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	30.6159160931201	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	33.2418941167672	0.845460786823045	1	prediction	degrees01	5	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	33.2418941167672	1.01328488490813	1	prediction	degrees01	14	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	33.2418941167672	0.731469058708365	1	prediction	degrees01	35	1
#EE82EE	33.2418941167672	0.654714395400416	1	prediction	degrees01	48	1
#EE82EE	33.2418941167672	0.887894291374243	1	prediction	degrees01	65	1
#EE82EE	33.2418941167672	0.837387254101276	1	prediction	degrees01	88	1
#EE82EE	33.2418941167672	0.815495027214833	1	prediction	degrees01	119	1
#EE82EE	33.2418941167672	0.616963165710025	1	prediction	degrees01	162	1
#EE82EE	33.2418941167672	0.881408549819739	1	prediction	degrees01	219	1
#EE82EE	33.2418941167672	0.624153165079907	1	prediction	degrees01	297	1
#EE82EE	33.2418941167672	0.743787707237126	1	prediction	degrees01	402	1
#EE82EE	33.2418941167672	0.720962502139869	1	prediction	degrees01	545	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	33.2418941167672	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	35.404860179898	0.84169389434724	1	prediction	degrees01	5	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	35.404860179898	1.00842914051459	1	prediction	degrees01	14	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	35.404860179898	0.742838347001851	1	prediction	degrees01	35	1
#EE82EE	35.404860179898	0.672496498196526	1	prediction	degrees01	48	1
#EE82EE	35.404860179898	0.881859025702472	1	prediction	degrees01	65	1
#EE82EE	35.404860179898	0.836191558954453	1	prediction	degrees01	88	1
#EE82EE	35.404860179898	0.816997858220538	1	prediction	degrees01	119	1
#EE82EE	35.404860179898	0.651062596697136	1	prediction	degrees01	162	1
#EE82EE	35.404860179898	0.873637896062516	1	prediction	degrees01	219	1
#EE82EE	35.404860179898	0.654403282023483	1	prediction	degrees01	297	1
#EE82EE	35.404860179898	0.752986056282613	1	prediction	degrees01	402	1
#EE82EE	35.404860179898	0.737800712688278	1	prediction	degrees01	545	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	35.404860179898	-0.0937698715198084	1	prediction	degrees01	1000	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	36.8403943780173	0.83919215415573	1	prediction	degrees01	5	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	36.8403943780173	1.00518646366144	1	prediction	degrees01	14	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	36.8403943780173	0.750173667845414	1	prediction	degrees01	35	1
#EE82EE	36.8403943780173	0.683969760907586	1	prediction	degrees01	48	1
#EE82EE	36.8403943780173	0.877913320427403	1	prediction	degrees01	65	1
#EE82EE	36.8403943780173	0.835531361151353	1	prediction	degrees01	88	1
#EE82EE	36.8403943780173	0.818027865291509	1	prediction	degrees01	119	1
#EE82EE	36.8403943780173	0.672093939005249	1	prediction	degrees01	162	1
#EE82EE	36.8403943780173	0.868537125993848	1	prediction	degrees01	219	1
#EE82EE	36.8403943780173	0.673367137943595	1	prediction	degrees01	297	1
#EE82EE	36.8403943780173	0.75901319807865	1	prediction	degrees01	402	1
#EE82EE	36.8403943780173	0.748183675557978	1	prediction	degrees01	545	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	36.8403943780173	0.0205924556558851	1	prediction	degrees01	1000	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	37.1613623679511	0.838632611279526	1	prediction	degrees01	5	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	37.1613623679511	1.00445925945554	1	prediction	degrees01	14	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	37.1613623679511	0.751790762181619	1	prediction	degrees01	35	1
#EE82EE	37.1613623679511	0.686499101879816	1	prediction	degrees01	48	1
#EE82EE	37.1613623679511	0.87703944576738	1	prediction	degrees01	65	1
#EE82EE	37.1613623679511	0.835398288840975	1	prediction	degrees01	88	1
#EE82EE	37.1613623679511	0.818261863240226	1	prediction	degrees01	119	1
#EE82EE	37.1613623679511	0.676624413765554	1	prediction	degrees01	162	1
#EE82EE	37.1613623679511	0.86740710052105	1	prediction	degrees01	219	1
#EE82EE	37.1613623679511	0.677485979655121	1	prediction	degrees01	297	1
#EE82EE	37.1613623679511	0.760351844062496	1	prediction	degrees01	402	1
#EE82EE	37.1613623679511	0.750425895006996	1	prediction	degrees01	545	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	37.1613623679511	0.0504331177481828	1	prediction	degrees01	1000	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	41.3085502632151	0.831396837101429	1	prediction	degrees01	5	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	41.3085502632151	0.994991426593702	1	prediction	degrees01	14	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	41.3085502632151	0.771927705918343	1	prediction	degrees01	35	1
#EE82EE	41.3085502632151	0.717995453061499	1	prediction	degrees01	48	1
#EE82EE	41.3085502632151	0.866111332966158	1	prediction	degrees01	65	1
#EE82EE	41.3085502632151	0.834154665132884	1	prediction	degrees01	88	1
#EE82EE	41.3085502632151	0.821413089879907	1	prediction	degrees01	119	1
#EE82EE	41.3085502632151	0.729667423067012	1	prediction	degrees01	162	1
#EE82EE	41.3085502632151	0.853363116779358	1	prediction	degrees01	219	1
#EE82EE	41.3085502632151	0.726741162745854	1	prediction	degrees01	297	1
#EE82EE	41.3085502632151	0.777330118471762	1	prediction	degrees01	402	1
#EE82EE	41.3085502632151	0.777003770220264	1	prediction	degrees01	545	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	41.3085502632151	0.394146482312947	1	prediction	degrees01	1000	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	46.81028596258	0.821780880144849	1	prediction	degrees01	5	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	46.81028596258	0.982225663385797	1	prediction	degrees01	14	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	46.81028596258	0.796466848044457	1	prediction	degrees01	35	1
#EE82EE	46.81028596258	0.756371956237729	1	prediction	degrees01	48	1
#EE82EE	46.81028596258	0.853075142418092	1	prediction	degrees01	65	1
#EE82EE	46.81028596258	0.833848588776195	1	prediction	degrees01	88	1
#EE82EE	46.81028596258	0.825982209561678	1	prediction	degrees01	119	1
#EE82EE	46.81028596258	0.785162713077119	1	prediction	degrees01	162	1
#EE82EE	46.81028596258	0.837377218572729	1	prediction	degrees01	219	1
#EE82EE	46.81028596258	0.780912231800558	1	prediction	degrees01	297	1
#EE82EE	46.81028596258	0.79882070477959	1	prediction	degrees01	402	1
#EE82EE	46.81028596258	0.805899747373724	1	prediction	degrees01	545	1
#EE82EE	46.81028596258	0.967151268981636	1	prediction	degrees01	738	1
#EE82EE	46.81028596258	0.708604194102642	1	prediction	degrees01	1000	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	49.4908934926455	0.817088903268279	1	prediction	degrees01	5	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	49.4908934926455	0.97592083925205	1	prediction	degrees01	14	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	49.4908934926455	0.807522991779607	1	prediction	degrees01	35	1
#EE82EE	49.4908934926455	0.773658912745372	1	prediction	degrees01	48	1
#EE82EE	49.4908934926455	0.847532216074934	1	prediction	degrees01	65	1
#EE82EE	49.4908934926455	0.834239601714919	1	prediction	degrees01	88	1
#EE82EE	49.4908934926455	0.828376351719185	1	prediction	degrees01	119	1
#EE82EE	49.4908934926455	0.806563929589645	1	prediction	degrees01	162	1
#EE82EE	49.4908934926455	0.831226443252764	1	prediction	degrees01	219	1
#EE82EE	49.4908934926455	0.802831854924938	1	prediction	degrees01	297	1
#EE82EE	49.4908934926455	0.808799709318153	1	prediction	degrees01	402	1
#EE82EE	49.4908934926455	0.817472231590517	1	prediction	degrees01	545	1
#EE82EE	49.4908934926455	0.864551074455397	1	prediction	degrees01	738	1
#EE82EE	49.4908934926455	0.796395771389134	1	prediction	degrees01	1000	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	50.1394850102731	0.815952989004005	1	prediction	degrees01	5	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	50.1394850102731	0.974386977429759	1	prediction	degrees01	14	1
#EE82EE	50.1394850102731	1.04900521994623	1	prediction	degrees01	19	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	50.1394850102731	0.810109482704164	1	prediction	degrees01	35	1
#EE82EE	50.1394850102731	0.77770264615858	1	prediction	degrees01	48	1
#EE82EE	50.1394850102731	0.846284081857102	1	prediction	degrees01	65	1
#EE82EE	50.1394850102731	0.834385946552711	1	prediction	degrees01	88	1
#EE82EE	50.1394850102731	0.828972364534696	1	prediction	degrees01	119	1
#EE82EE	50.1394850102731	0.811226969474472	1	prediction	degrees01	162	1
#EE82EE	50.1394850102731	0.829938370291037	1	prediction	degrees01	219	1
#EE82EE	50.1394850102731	0.807708523279795	1	prediction	degrees01	297	1
#EE82EE	50.1394850102731	0.811160988673758	1	prediction	degrees01	402	1
#EE82EE	50.1394850102731	0.820032281103844	1	prediction	degrees01	545	1
#EE82EE	50.1394850102731	0.844717799747829	1	prediction	degrees01	738	1
#EE82EE	50.1394850102731	0.81122222147366	1	prediction	degrees01	1000	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	50.5392978942842	0.815252647742346	1	prediction	degrees01	5	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	50.5392978942842	0.973439831114249	1	prediction	degrees01	14	1
#EE82EE	50.5392978942842	1.0479151626683	1	prediction	degrees01	19	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	26	1
